hamming_distance,strict_threshold_match,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\51df518a-0b2f-49f6-9a20-1fd132b2c80a___Rut._Bact.S 1239.JPG,val\Peach___Bacterial_spot\d223a48c-2075-4645-965b-50af1fcf6823___Rut._Bact.S 1463.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::121.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\52e771da-b8a2-4e5c-ae2f-ce91d9372ed0___Rut._Bact.S 0752.JPG,train\Peach___Bacterial_spot\3ebeec7d-28e5-4203-a92f-20adb3fc2a45___Rutg._Bact.S 2345.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::327.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\633d70b7-6357-46f7-a4f8-3e924e22ef15___Rut._Bact.S 1161.JPG,train\Peach___Bacterial_spot\50e07867-1835-4031-9752-b5c62bb94f12___Rut._Bact.S 1277.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\633d70b7-6357-46f7-a4f8-3e924e22ef15___Rut._Bact.S 1161.JPG,train\Peach___Bacterial_spot\a7b3c4d8-c94c-4cac-901b-fb6c9624e7a3___Rut._Bact.S 0970.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::39.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\633d70b7-6357-46f7-a4f8-3e924e22ef15___Rut._Bact.S 1161.JPG,train\Peach___Bacterial_spot\bdb5b6fd-1372-45d6-b7cc-299459c4c338___Rut._Bact.S 0773.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::6.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\633d70b7-6357-46f7-a4f8-3e924e22ef15___Rut._Bact.S 1161.JPG,val\Peach___Bacterial_spot\0fd9e444-ff39-4714-9d04-5220dc0c0754___Rut._Bact.S 1289.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::92.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\633d70b7-6357-46f7-a4f8-3e924e22ef15___Rut._Bact.S 1161.JPG,val\Peach___Bacterial_spot\947289d1-7cc4-4fd9-b064-e87440d255f1___Rut._Bact.S 1547.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::135.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\715cc508-e609-4ff4-968b-3953be3b9ace___Rut._Bact.S 0755.JPG,train\Peach___Bacterial_spot\a7b3c4d8-c94c-4cac-901b-fb6c9624e7a3___Rut._Bact.S 0970.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::39.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\715cc508-e609-4ff4-968b-3953be3b9ace___Rut._Bact.S 0755.JPG,train\Peach___Bacterial_spot\d93875b4-77f3-43fc-ad35-0d28143b68e0___Rut._Bact.S 1421.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::114.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\715cc508-e609-4ff4-968b-3953be3b9ace___Rut._Bact.S 0755.JPG,train\Peach___Bacterial_spot\e1d54ad8-2b13-47fd-97da-1711decc24c4___Rut._Bact.S 1379.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::107.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\96059642-7fa3-47a7-8aa9-ed37689d6a3b___Rut._Bact.S 1242.JPG,train\Peach___Bacterial_spot\88119087-f692-46b4-b2c2-6db98eedad56___Rut._Bact.S 1495.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::126.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\98183a48-add3-4b6f-b771-dde3b5150c42___Rut._Bact.S 1238.JPG,train\Peach___Bacterial_spot\fccb7798-709c-4817-99f6-ad003bd87cf0___Rut._Bact.S 0758.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,train\Peach___Bacterial_spot\1150d1df-5db3-43fe-80fb-47b371ea22b4___Rut._Bact.S 1152.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::69.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,train\Peach___Bacterial_spot\2ee33b51-1e8a-425f-8e8d-0fdebfe75bb1___Rut._Bact.S 1248.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::85.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,train\Peach___Bacterial_spot\81d21a0e-8551-41e5-b8d6-b5840fc6cda9___Rut._Bact.S 1400.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::110.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,train\Peach___Bacterial_spot\dffddb15-fda1-41c6-95e3-2604b5131d77___Rut._Bact.S 1436.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::116.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,val\Peach___Bacterial_spot\58886189-bfea-4254-b4d2-19334728c2b6___Rut._Bact.S 0973.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::39.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,val\Peach___Bacterial_spot\84611f76-8ca4-410d-8c35-7fcdff8746a4___Rutg._Bact.S 1785.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::263.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\9fda3bc0-49f8-4486-bc9e-93118af2c836___Rut._Bact.S 1329.JPG,val\Peach___Bacterial_spot\e9afdf82-d64f-438f-b1f0-37800a0f24a1___Rutg._Bact.S 1994.JPG,Peach___Bacterial_spot:::99.0,Peach___Bacterial_spot:::286.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a2524d53-667b-49d1-bda8-8515143b1293___Rutg._Bact.S 2300.JPG,train\Peach___Bacterial_spot\3212700f-4294-4c19-a2de-a984920bad2e___Rut._Bact.S 0829.JPG,Peach___Bacterial_spot:::322.0,Peach___Bacterial_spot:::16.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a2524d53-667b-49d1-bda8-8515143b1293___Rutg._Bact.S 2300.JPG,train\Peach___Bacterial_spot\6626b650-4fd0-485c-b8b6-22dfd2b2e3c0___Rut._Bact.S 1158.JPG,Peach___Bacterial_spot:::322.0,Peach___Bacterial_spot:::70.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a2524d53-667b-49d1-bda8-8515143b1293___Rutg._Bact.S 2300.JPG,train\Peach___Bacterial_spot\8a9997fe-96b0-4d4b-b622-f656e218479e___Rutg._Bact.S 1895.JPG,Peach___Bacterial_spot:::322.0,Peach___Bacterial_spot:::276.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a2524d53-667b-49d1-bda8-8515143b1293___Rutg._Bact.S 2300.JPG,train\Peach___Bacterial_spot\be643bbd-ce87-48d1-8574-6f7011fecf0d___Rut._Bact.S 1507.JPG,Peach___Bacterial_spot:::322.0,Peach___Bacterial_spot:::128.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a42f9989-da90-42cc-a7e3-bc38405ce004___Rut._Bact.S 1254.JPG,train\Peach___Bacterial_spot\f388c5ee-4174-4c32-b37b-4cf0bb732a26___Rut._Bact.S 1278.JPG,Peach___Bacterial_spot:::86.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a5ccac77-de3a-406d-8fa8-e73149282638___Rutg._Bact.S 1923.JPG,train\Peach___Bacterial_spot\4c3b281d-2ac8-4f91-8cad-c4123b72338f___Rut._Bact.S 1003.JPG,Peach___Bacterial_spot:::278.0,Peach___Bacterial_spot:::44.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a65ad4de-647c-430c-9407-88820869600d___Rut._Bact.S 0765.JPG,train\Peach___Bacterial_spot\0e40bd19-4ca5-4ce5-b585-3525e6f5c0b4___Rut._Bact.S 0938.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::34.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\a65ad4de-647c-430c-9407-88820869600d___Rut._Bact.S 0765.JPG,train\Peach___Bacterial_spot\a8564d6e-bc7f-466d-bccc-d8196821686e___Rut._Bact.S 0759.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\aa7b12ce-ac21-49f3-8e73-eca6ece9e9fa___Rut._Bact.S 1164.JPG,train\Peach___Bacterial_spot\25b236da-8cf1-46a3-a44f-f62db92256cd___Rut._Bact.S 1491.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::126.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\aa7b12ce-ac21-49f3-8e73-eca6ece9e9fa___Rut._Bact.S 1164.JPG,train\Peach___Bacterial_spot\bed4dccc-ce15-4654-bb81-2497644e0c6a___Rut._Bact.S 0802.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::11.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\aa7b12ce-ac21-49f3-8e73-eca6ece9e9fa___Rut._Bact.S 1164.JPG,train\Peach___Bacterial_spot\d1bd3a84-e542-4ab5-8a78-5cdd1cddfcd7___Rut._Bact.S 1394.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::109.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\aa7b12ce-ac21-49f3-8e73-eca6ece9e9fa___Rut._Bact.S 1164.JPG,val\Peach___Bacterial_spot\543187bc-cb00-4093-8d3c-bd23b52cda3c___Rut._Bact.S 1140.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::67.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\b00117ed-b5ce-4e47-a7c8-96c37c3819bf___Rut._Bact.S 0756.JPG,train\Peach___Bacterial_spot\bed4dccc-ce15-4654-bb81-2497644e0c6a___Rut._Bact.S 0802.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::11.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\b00117ed-b5ce-4e47-a7c8-96c37c3819bf___Rut._Bact.S 0756.JPG,train\Peach___Bacterial_spot\fccb7798-709c-4817-99f6-ad003bd87cf0___Rut._Bact.S 0758.JPG,Peach___Bacterial_spot:::3.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\b2db309a-d37e-4093-a825-c119d3248c86___Rut._Bact.S 0785.JPG,val\Peach___Bacterial_spot\523f4904-d38a-494f-9315-74124918e72f___Rutg._Bact.S 1927.JPG,Peach___Bacterial_spot:::8.0,Peach___Bacterial_spot:::279.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\b5592aa4-64fa-4d90-a772-df29748c3c99___Rut._Bact.S 1262.JPG,val\Peach___Bacterial_spot\2f534db9-dcd3-4cc5-9b57-e352f9780bfe___Rut._Bact.S 0796.JPG,Peach___Bacterial_spot:::88.0,Peach___Bacterial_spot:::10.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\bcc95b12-c380-4ece-92be-92ee6e1cff88___Rut._Bact.S 0788.JPG,train\Peach___Bacterial_spot\0d9ce901-3bec-4e03-84f5-28bad41b8a93___Rutg._Bact.S 2320.JPG,Peach___Bacterial_spot:::9.0,Peach___Bacterial_spot:::324.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\bcc95b12-c380-4ece-92be-92ee6e1cff88___Rut._Bact.S 0788.JPG,val\Peach___Bacterial_spot\74f7f83a-0995-4c1d-badc-6f2441d87772___Rut._Bact.S 1322.JPG,Peach___Bacterial_spot:::9.0,Peach___Bacterial_spot:::98.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\c981ad37-f87c-43df-8577-4dc4f32551ff___Rut._Bact.S 0749.JPG,train\Peach___Bacterial_spot\2d341d51-ed72-4ab3-87d3-4d36fae79f4b___Rut._Bact.S 1274.JPG,Peach___Bacterial_spot:::2.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\c981ad37-f87c-43df-8577-4dc4f32551ff___Rut._Bact.S 0749.JPG,train\Peach___Bacterial_spot\8a3977c3-f738-4bff-ac10-0ffd20be5dfa___Rut._Bact.S 1272.JPG,Peach___Bacterial_spot:::2.0,Peach___Bacterial_spot:::89.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\c981ad37-f87c-43df-8577-4dc4f32551ff___Rut._Bact.S 0749.JPG,train\Peach___Bacterial_spot\dfbdce65-39f2-4eda-8989-47da4f469206___Rut._Bact.S 1098.JPG,Peach___Bacterial_spot:::2.0,Peach___Bacterial_spot:::60.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\cf9d4672-c728-442c-b89d-075402e5e313___Rutg._Bact.S 1754.JPG,train\Peach___Bacterial_spot\fb7c067b-1a1f-4252-b0a5-682f799cf41c___Rutg._Bact.S 2239.JPG,Peach___Bacterial_spot:::260.0,Peach___Bacterial_spot:::315.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\d0ad872e-3f9d-46df-9206-e3528e7d2c3f___Rut._Bact.S 1361.JPG,train\Peach___Bacterial_spot\04ff1fcd-80c7-45ce-85bc-89640c227d07___Rutg._Bact.S 2260.JPG,Peach___Bacterial_spot:::104.0,Peach___Bacterial_spot:::317.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\d6d654e0-fcb6-49bd-a0d8-5795342720db___Rut._Bact.S 1439.JPG,train\Peach___Bacterial_spot\aafc3225-a749-443e-b372-9af3bf7f0d26___Rut._Bact.S 1409.JPG,Peach___Bacterial_spot:::117.0,Peach___Bacterial_spot:::112.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ee63ad7f-a004-45ea-a6d7-2a859cf9ca03___Rut._Bact.S 1372.JPG,train\Peach___Bacterial_spot\c64ccbd0-67ba-4787-9f1c-68a92cf43791___Rutg._Bact.S 1595.JPG,Peach___Bacterial_spot:::106.0,Peach___Bacterial_spot:::242.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\f03e9033-327b-40f8-aeae-11030b3b6808___Rut._Bact.S 0882.JPG,train\Peach___Bacterial_spot\597b02b7-ecbd-4c5a-8e72-07bf4a16464c___Rut._Bact.S 1562.JPG,Peach___Bacterial_spot:::25.0,Peach___Bacterial_spot:::137.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\f84594dc-1a42-4044-b2b1-a0d867e4738b___Rut._Bact.S 1193.JPG,val\Peach___Bacterial_spot\fa6c8bfb-cd65-4cfd-9776-721b71763fc7___Rutg._Bact.S 1846.JPG,Peach___Bacterial_spot:::76.0,Peach___Bacterial_spot:::270.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\fbe7c9f1-a49b-480f-91bc-a662fc6e11a8___Rutg._Bact.S 2073.JPG,train\Peach___Bacterial_spot\2d341d51-ed72-4ab3-87d3-4d36fae79f4b___Rut._Bact.S 1274.JPG,Peach___Bacterial_spot:::295.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\fbe7c9f1-a49b-480f-91bc-a662fc6e11a8___Rutg._Bact.S 2073.JPG,val\Peach___Bacterial_spot\58886189-bfea-4254-b4d2-19334728c2b6___Rut._Bact.S 0973.JPG,Peach___Bacterial_spot:::295.0,Peach___Bacterial_spot:::39.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\fe24139b-640d-498f-93d3-c14458c040f0___Rut._Bact.S 1305.JPG,val\Peach___Bacterial_spot\aa305449-0689-4b5d-ad10-a3cc91b90217___Rutg._Bact.S 2319.JPG,Peach___Bacterial_spot:::95.0,Peach___Bacterial_spot:::324.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,train\Peach___Bacterial_spot\291f3f11-bfc6-4ad6-8c69-c2de933f6f7b___Rut._Bact.S 1460.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::120.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,train\Peach___Bacterial_spot\8a3977c3-f738-4bff-ac10-0ffd20be5dfa___Rut._Bact.S 1272.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::89.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,train\Peach___Bacterial_spot\c370ba2b-d92b-4520-894f-818655da9244___Rutg._Bact.S 1583.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::240.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,train\Peach___Bacterial_spot\dfbdce65-39f2-4eda-8989-47da4f469206___Rut._Bact.S 1098.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::60.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,train\Peach___Bacterial_spot\fccb7798-709c-4817-99f6-ad003bd87cf0___Rut._Bact.S 0758.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,val\Peach___Bacterial_spot\114a3057-a764-41ce-b1ac-b63a93b3129d___Rutg._Bact.S 2256.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::317.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,val\Peach___Bacterial_spot\31aaac25-f85e-42d3-ae30-46e6f5dc76a6___Rutg._Bact.S 1944.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::281.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\ff74cdaf-0674-435f-abe2-70562a96e605___Rut._Bact.S 1314.JPG,val\Peach___Bacterial_spot\84611f76-8ca4-410d-8c35-7fcdff8746a4___Rutg._Bact.S 1785.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::263.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\468388a5-ddd5-42e3-8e19-27cc95675f78___Rut._Bact.S 1376.JPG,train\Peach___Bacterial_spot\88119087-f692-46b4-b2c2-6db98eedad56___Rut._Bact.S 1495.JPG,Peach___Bacterial_spot:::106.0,Peach___Bacterial_spot:::126.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\64313083-823b-49be-8297-8e894008e927___Rut._Bact.S 0768.JPG,train\Peach___Bacterial_spot\c1fbdc65-18e4-4012-9106-002700b53c72___Rutg._Bact.S 2350.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::327.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\64313083-823b-49be-8297-8e894008e927___Rut._Bact.S 0768.JPG,val\Peach___Bacterial_spot\f1272e13-e76f-4e87-a489-016b8db11837___Rutg._Bact.S 2245.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::315.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\9da512de-aa75-4b20-bb75-2970fec5ad42___Rut._Bact.S 1160.JPG,train\Peach___Bacterial_spot\53e49980-8734-4016-9af6-586f7270aea3___Rut._Bact.S 0741.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::1.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\9da512de-aa75-4b20-bb75-2970fec5ad42___Rut._Bact.S 1160.JPG,val\Peach___Bacterial_spot\31aaac25-f85e-42d3-ae30-46e6f5dc76a6___Rutg._Bact.S 1944.JPG,Peach___Bacterial_spot:::71.0,Peach___Bacterial_spot:::281.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\a072dade-e4bc-47e9-97d2-89650aca4f8f___Rutg._Bact.S 2069.JPG,train\Peach___Bacterial_spot\44881fe3-0d2a-449f-a8a5-e721d6213295___Rut._Bact.S 1275.JPG,Peach___Bacterial_spot:::295.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,val\Peach___Bacterial_spot\cb336d1a-4469-44ee-ab2e-a384f6aad761___Rutg._Bact.S 1723.JPG,train\Peach___Bacterial_spot\e194d1ca-97b3-44d7-b014-624e13f80b22___Rutg._Bact.S 1676.JPG,Peach___Bacterial_spot:::256.0,Peach___Bacterial_spot:::251.0,False
8,False,test--train,Peach___healthy,train\Peach___healthy\40ce83b6-18b2-4f97-9f01-f151e5bef4dc___Rutg._HL 3555.JPG,val\Peach___healthy\98365918-af55-417f-bff4-91b93d0e257a___Rutg._HL 3659.JPG,Peach___healthy:::27.0,Peach___healthy:::43.0,False
8,False,test--train,Peach___healthy,train\Peach___healthy\52141a75-629d-42be-be02-8ab0ba5be054___Rutg._HL 3722.JPG,train\Peach___healthy\f1b4be89-0313-4fa4-b04e-1e3e126ee8fb___Rutg._HL 3528.JPG,Peach___healthy:::53.0,Peach___healthy:::22.0,False
8,False,test--train,Peach___healthy,train\Peach___healthy\52141a75-629d-42be-be02-8ab0ba5be054___Rutg._HL 3722.JPG,val\Peach___healthy\16e5ee89-643d-4033-9586-1f5b7fb08a70___Rutg._HL 2467.JPG,Peach___healthy:::53.0,Peach___healthy:::12.0,False
8,False,test--train,Peach___healthy,train\Peach___healthy\68df2ec0-0330-4054-b209-8e50d71d88a2___Rutg._HL 3699.JPG,train\Peach___healthy\afe0938a-0d13-4fef-b121-ffe3f655ec84___Rutg._HL 3598.JPG,Peach___healthy:::50.0,Peach___healthy:::34.0,False
8,False,test--train,"Pepper,_bell___Bacterial_spot","train\Pepper,_bell___Bacterial_spot\2c4a898a-9812-423b-bd8a-419a09699270___JR_B.Spot 8853.JPG","train\Pepper,_bell___Bacterial_spot\a3f51b14-cfbc-4e34-bca0-2ff18996184d___JR_B.Spot 8841.JPG","Pepper,_bell___Bacterial_spot:::JR_33.0","Pepper,_bell___Bacterial_spot:::JR_31.0",False
8,False,test--train,"Pepper,_bell___Bacterial_spot","train\Pepper,_bell___Bacterial_spot\f409b53e-61e7-4aa5-8a6c-ae0f1c828099___JR_B.Spot 8955.JPG","train\Pepper,_bell___Bacterial_spot\02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B.Spot 8971.JPG","Pepper,_bell___Bacterial_spot:::JR_49.0","Pepper,_bell___Bacterial_spot:::JR_52.0",False
8,False,test--train,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\b32eec71-c780-4649-af2b-9e233995994f___JR_HL 8513.JPG","train\Pepper,_bell___healthy\b355fbff-bc2c-4266-be05-f6266692c1dd___JR_HL 8410.JPG","Pepper,_bell___healthy:::124.0","Pepper,_bell___healthy:::116.0",False
8,False,test--train,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\d7840b85-45be-4dc2-8135-d3aea938dcf5___JR_HL 5942.JPG","val\Pepper,_bell___healthy\088fa58f-14a5-476b-b0d6-e2a2d8a1dd2a___JR_HL 7643.JPG","Pepper,_bell___healthy:::18.0","Pepper,_bell___healthy:::38.0",False
8,False,test--train,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\d8e3f7ec-b032-4e15-b593-895d1299cb4f___JR_HL 8377.JPG","val\Pepper,_bell___healthy\83734876-b617-43cb-8407-8831496ac4cf___JR_HL 8796.JPG","Pepper,_bell___healthy:::112.0","Pepper,_bell___healthy:::159.0",False
8,False,test--train,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\dfe76f2d-7086-4c4c-9f6c-a6af6b666dee___JR_HL 7714.JPG","train\Pepper,_bell___healthy\5e986ace-0b0e-4d27-b28c-5836aa4aa7bd___JR_HL 7635.JPG","Pepper,_bell___healthy:::47.0","Pepper,_bell___healthy:::37.0",False
8,False,test--train,"Pepper,_bell___healthy","train\Pepper,_bell___healthy\dfe76f2d-7086-4c4c-9f6c-a6af6b666dee___JR_HL 7714.JPG","val\Pepper,_bell___healthy\7cf9831d-709b-4283-9ac1-70e601d5d740___JR_HL 7742.JPG","Pepper,_bell___healthy:::47.0","Pepper,_bell___healthy:::50.0",False
8,False,test--train,"Pepper,_bell___healthy","val\Pepper,_bell___healthy\2f2aa4d8-cb43-4745-8cac-7560829ba950___JR_HL 8020.JPG","train\Pepper,_bell___healthy\a4e150f2-9b5c-4b2c-9b8b-775d132a03b4___JR_HL 8299.JPG","Pepper,_bell___healthy:::74.0","Pepper,_bell___healthy:::103.0",False
8,False,test--train,Potato___Late_blight,train\Potato___Late_blight\13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,train\Potato___Late_blight\5b816f46-32b8-4a67-9e73-760e3358bd06___RS_LB 3226.JPG,Potato___Late_blight:::31.0,Potato___Late_blight:::84.0,False
8,False,test--train,Potato___Late_blight,train\Potato___Late_blight\357bfc61-bb46-4e77-b9eb-eafdd3af7f6f___RS_LB 3082.JPG,val\Potato___Late_blight\9bdce182-987e-4996-8cc8-34694b4e24e9___RS_LB 2837.JPG,Potato___Late_blight:::70.0,Potato___Late_blight:::41.0,False
